Unnamed: 0,ticker,date,c_x,change,v,change3,change4,change5,change6,change7,change8,change9,change10,change11,change12,change13,change14,h_y,v_y,oneminvol_y,stddev,count,day_ratio_15,lo_breakout,Predictions_change3
817,INO,2021-04-05,9.13,2.21519,6338951,0,-2.6286967,-4.381161,-3.7239869,0.7667032,13.581599,-1.7524644,-1.8619934,-2.4096386,0.32858709,2.6286967,-22.891565,0,1,6,4795.7705,27304,20,9.0,0.29216868
817,W,2021-04-05,323.73,0.0,1557866,0,4.3091464,0.7135576,1.1552837,3.1013498,1.7082137,-0.23167454,0.38612425,-2.02638,-0.33052236,-0.53439593,-3.8612423,0,0,0,1327.5221,30557,11,30.0,0.2917964
817,OXY,2021-04-05,25.31,-0.84002924,32247149,0,-1.1062821,-0.5926511,-3.081786,2.9237456,0.1580403,-0.513631,-0.7902015,-3.160806,-3.3188462,-2.3706045,-1.9755038,0,19,9,9584.553,170639,19,9.0,0.29169935
817,QDEL,2021-04-05,132.21,4.896017,963641,0,-2.798578,-2.9195976,0.03781862,-0.75637245,-0.76393616,-2.1859164,-2.8363967,-7.1023374,-8.539445,-5.5820284,-12.147342,0,0,2,549.0435,19887,11,6.0,0.2916602
817,RFP,2021-04-05,11.29,6.1567163,766892,0,7.7059345,9.743135,8.768822,13.551816,14.968999,33.92383,47.65279,42.95837,40.212578,38.70682,41.36404,1,1,4,1414.6335,3692,32,6.0,0.29085964
817,AMC,2021-04-05,10.61,20.192308,96980615,0,-8.199812,-10.556079,-14.043355,-7.5400567,-3.5815268,-5.466541,-7.5400567,-8.482564,-7.5400567,0.37700284,-2.1677663,4,5,4,2336.2158,430505,113,4.0,0.29071096
817,SM,2021-04-05,17.26,-2.5884838,3590867,0,3.7659328,2.6071842,-4.6929317,8.458864,4.982619,1.4484357,1.1008111,-2.6071842,-4.634994,-6.257242,-6.0254927,0,0,0,3848.4587,24954,67,9.0,0.2893598
817,SWN,2021-04-05,4.61,-0.20618556,12750416,0,-4.989154,-7.3752713,-10.629067,-6.2906723,-7.1583514,-7.5921907,-7.8091106,-9.978308,-13.449024,-11.062906,-13.232104,0,0,0,9967.838,32332,22,12.0,0.28916198
504,DBI,2021-04-05,17.34,3.7102473,1135872,0,1.9607843,4.036909,3.8062284,3.5178778,4.7289505,2.4221454,0.17301038,-4.38293,-2.4221454,1.1534026,1.7301039,0,0,1,1176.033,12843,21,12.0,0.2882191
817,SAVE,2021-04-05,37.49,4.1220555,3170992,0,0.98692983,-1.573753,-0.96025604,3.3608963,1.3603628,1.3603628,-1.6804482,-5.0146704,-3.5209389,0.48012802,0.18671645,8,1,2,1876.3159,25369,9,11.0,0.28782573
817,RCL,2021-04-05,89.15,5.342102,4838944,0,1.4806505,-0.1346046,-2.5799215,-0.4711161,-2.3219292,-2.6135726,-3.825014,-6.8872685,-4.969153,-2.916433,-3.578239,10,5,1,1350.83,54169,9,11.0,0.2874626
817,SPWR,2021-04-05,32.5,3.2490976,3710612,0,-7.5384617,-9.107693,-11.569231,-7.3230767,-10.2153845,-14.092308,-13.16923,-17.23077,-15.661538,-10.83077,-9.476923,0,1,30,2691.3525,35772,25,17.0,0.2872932
817,GPS,2021-04-05,30.26,1.2020034,5211441,0,8.030403,8.49306,7.63384,9.550562,9.68275,9.847984,8.526107,6.311963,8.592201,11.599471,13.251818,1,0,1,3585.142,42848,8,16.0,0.2871005
817,NRZ,2021-04-05,11.1,0.71364856,4038251,0,-0.45045045,-0.45045045,-1.1711712,-2.2522523,-4.864865,-3.6036036,-4.864865,-5.675676,-6.036036,-5.675676,-5.4954953,1,1,9,4743.106,18429,14,12.0,0.28614014
817,TSLA,2021-04-05,691.05,7.0132227,41814430,0,-1.4586499,1.9897258,10.411693,12.986035,7.617394,8.44512,4.970697,6.6854787,7.7838073,9.076044,6.7013965,13,9,9,1007.78253,1056513,9,8.0,0.2830153
430,IHRT,2021-04-05,18.24,0.8752735,672720,0,1.370614,0.5482456,10.142544,11.348684,9.594298,6.9627194,6.743421,5.5372806,7.017544,8.497807,8.936403,0,0,0,1085.5153,5977,70,5.0,0.28299415
786,AI,2021-04-05,68.41,4.063861,2593524,0,-8.931443,-9.750036,-7.352726,7.7327876,5.130829,-1.8272183,0.49700338,-6.7533984,-2.6896653,2.8066072,3.2743752,7,0,5,711.43195,31544,46,2.0,0.28256652
817,STNG,2021-04-05,18.69,1.0735373,925796,0,-3.2637775,-5.4574637,-7.9721775,-4.1733546,-3.5848048,-1.070091,1.2306046,0.8025682,-0.4280364,0.1070091,-2.1936865,0,1,1,1329.1597,9546,10,1.0,0.28214997
817,DS,2021-04-05,3.48,3.2448378,2927026,0,1.1494253,-2.2988505,-6.321839,-4.8850574,-4.597701,-9.770115,-9.4827585,-12.931034,-13.505747,-10.91954,-10.344828,8,4,4,1012.8273,10842,51,146.0,0.28170633
817,AAL,2021-04-05,24.23,4.149204,33657043,0,-2.3111844,-3.7556748,-6.520842,-3.6318612,-6.4382997,-7.7177052,-9.244738,-13.248039,-13.206768,-10.813042,-12.505158,9,2,2,2770.2683,150098,17,9.0,0.28028947
817,FANG,2021-04-05,75.4,-0.27086926,3868435,0,1.5119363,1.5782493,1.9363395,7.984085,6.047745,5.954907,5.9814324,2.4668436,0.5835544,0.99469495,1.7241379,0,0,0,1943.3613,46158,38,10.0,0.27535778
817,APA,2021-04-05,17.54,-0.2122016,9746392,0,0.7981756,1.5393387,0.2850627,6.4994297,3.5347776,4.161916,4.846066,2.8506272,-1.368301,1.0262258,3.8198404,0,0,16,3206.0525,62294,19,8.0,0.2737094
816,AMRN,2021-04-05,6.5,0.61728394,4513136,0,-7.6923075,-8.769231,-15.384615,-17.692308,-20.461538,-22.0,-21.384615,-21.846153,-21.23077,-18.153847,-20.153847,0,0,0,12074.928,13770,8,13.0,0.27345186
817,COTY,2021-04-05,9.07,1.7837235,5230523,0,-3.0871003,-3.3076074,-4.0793824,-2.7563396,2.646086,1.9845645,1.874311,-0.44101432,1.2127894,4.2998896,12.01764,2,1,0,4457.3477,25130,9,35.0,0.27277756
817,CVGI,2021-04-05,9.46,2.5799794,282510,0,7.0824523,6.871036,4.9682875,7.82241,6.871036,5.9196615,2.5369978,0.95137423,0.63424945,2.1141648,6.976744,0,0,3,412.46655,3743,22,146.0,0.2727769
817,RRC,2021-04-05,10.11,-0.994575,4554708,0,-4.4510384,-6.824926,-9.198813,-2.2749753,-5.143422,-4.9455986,-5.341246,-8.803165,-11.374876,-8.50643,-10.3857565,0,4,0,4930.8203,31047,32,17.0,0.2724294
786,BLNK,2021-04-05,40.38,5.4545455,3403071,1,10.747895,8.667657,3.4918277,0.84200096,-2.3774145,-9.311541,-11.565131,-13.670134,-11.986132,-6.9588904,-6.1416545,0,0,0,506.60822,42246,77,11.0,0.27216327
817,NVTA,2021-04-05,40.4,8.650166,5295447,0,-5.3465347,-6.460396,-1.930693,1.5594059,-1.0643564,-3.2425742,-7.2029705,-10.222773,-10.19802,-7.59901,-8.539604,7,0,5,2182.0417,45387,10,7.0,0.27063072
817,UAL,2021-04-05,59.29,5.3095813,17175712,0,0.118063755,-2.6648676,-4.098499,-1.2987013,-2.42874,-3.6093776,-5.599595,-9.276438,-12.481026,-10.457075,-10.018553,9,5,1,1506.5099,119660,26,4.0,0.2703928
817,PLAY,2021-04-05,44.32,2.1849482,2392639,0,0.767148,0.0,-0.9476534,2.7752707,2.3691335,0.767148,-0.6543321,1.4891697,3.9711192,6.520758,5.6407943,0,0,2,900.5436,26478,12,15.0,0.26742756
341,CAN,2021-04-05,19.78,-1.3636364,15718480,0,-2.2244692,-5.561173,-19.767443,-21.132458,-31.243681,-29.322548,-35.237614,-37.411526,-29.929222,-27.09808,-31.850353,0,0,2,753.23206,88761,29,255.0,0.2661972
817,CVE,2021-04-05,7.59,-0.25412962,6897684,0,3.1620553,1.71278,0.6587615,7.246377,7.378129,7.378129,6.3241105,3.5573123,-0.52700925,-0.52700925,-0.52700925,0,0,0,2579.3357,15715,37,4.0,0.26595396
817,CYH,2021-04-05,13.01,5.5759354,1942945,0,-6.7640276,-7.3020754,-9.454266,-16.064566,-19.8309,-19.907763,-19.677172,-22.75173,-20.599539,-16.910069,-19.446579,250,0,0,1294.7458,14383,19,8.0,0.26533794
817,BA,2021-04-05,259.36,2.972802,13849061,0,-2.5138803,-3.0112584,-1.8776989,-0.38170883,-2.0203578,-2.4329119,-4.765577,-7.044263,-8.713757,-7.599476,-8.01203,10,1,0,1748.5193,148559,13,6.0,0.25667024
634,FTCH,2021-04-05,49.69,0.51039696,10431539,0,5.272691,6.3393035,5.051318,8.975649,7.5870395,4.6689477,1.3081102,-4.1255784,-5.695311,-0.3018716,-0.1609982,0,1,0,2685.102,71840,68,253.0,0.25464982
817,PCG,2021-04-05,11.66,3.0434783,11017800,0,-0.6861063,0.17152658,0.60034305,1.8867924,1.9725558,2.658662,0.2572899,-3.0874786,-4.0308747,-3.3447685,-4.888508,3,3,1,4740.419,47829,22,5.0,0.25222903
817,CPE,2021-04-05,37.88,-0.9336609,2578411,0,-0.73917633,-3.722281,-7.8933473,2.3231256,-2.560718,-4.5142555,-5.4910245,-7.840549,-7.2333684,-8.1309395,-9.107709,0,4,1,1356.3616,22256,205,10.0,0.25095457
817,CCL,2021-04-05,28.11,6.962025,40652336,0,5.229456,3.4507294,-0.60476696,2.2767699,0.32017076,-1.1383849,-2.9882605,-5.6919246,-2.703664,-0.7470651,-2.490217,9,5,5,3450.0393,202018,13,7.0,0.24992573
817,CZR,2021-04-05,90.18,5.217,3253109,0,7.17454,6.5646486,6.2098026,8.638279,4.2359724,6.6755376,3.160346,2.0958083,4.6351743,7.2188954,6.498115,10,2,2,1117.2767,39736,216,5.0,0.24701712
817,ERJ,2021-04-05,10.34,6.836735,3608904,0,10.058027,10.348163,8.220503,12.862669,11.702127,10.348163,9.574468,8.220503,7.156673,8.413926,9.961315,9,2,2,1038.5702,16936,19,6.0,0.24353442
817,NCLH,2021-04-05,29.71,8.585858,34284854,0,4.543925,1.3126893,-0.6058566,1.6156176,-0.9087849,-2.6590374,-4.039044,-6.967351,-0.5721979,2.154157,1.0434197,10,6,5,2799.5298,180585,9,5.0,0.23866975
817,AMTX,2021-04-05,25.59,1.9120458,1581085,0,6.017976,3.7123876,-7.971864,-6.447831,-9.417742,-20.867527,-20.711216,-27.78429,-26.416569,-22.665104,-25.00977,0,0,0,418.74576,15100,154,252.0,0.23475286
817,VG,2021-04-05,12.22,1.4084507,4760471,0,1.472995,3.1096563,7.0376434,9.0016365,11.129296,11.374795,9.738134,12.929624,14.238953,14.811784,15.630115,10,9,0,11061.096,26826,6,6.0,0.22675899
817,MARA,2021-04-05,56.56,17.03173,29046803,0,-7.867751,-3.6067894,-4.455446,-9.865629,-20.473833,-27.174683,-34.423622,-36.757427,-36.91655,-36.828148,-42.16761,250,1,0,580.41003,230130,40,6.0,0.21734473
817,DAL,2021-04-05,50.25,4.403031,14803241,0,-0.8756219,-2.2089553,-3.482587,-1.4925373,-2.3880596,-5.6119404,-7.522388,-9.412935,-8.975124,-7.800995,-8.577114,10,13,1,3282.5508,115878,5,17.0,0.21047291
817,SEAS,2021-04-05,51.39,5.6012535,830235,0,-1.5372641,-0.79782057,-3.3664136,0.19459039,-1.5372641,0.99241096,1.5372641,3.03561,7.4917297,11.694882,12.025686,250,1,9,1064.6245,9656,7,10.0,0.20792893
817,SU,2021-04-05,21.15,-0.27868092,8617926,0,0.09456265,-0.23640662,-1.2765957,2.1276596,1.6548463,0.8983452,-0.42553192,-1.5130024,-3.073286,-3.3096926,-3.356974,0,7,12,25396.113,26550,30,21.0,0.20506257
817,ON,2021-04-05,44.03,3.0310097,6326751,0,-2.362026,-3.0206678,-2.679991,-1.9532137,-2.566432,-2.8616853,-3.406768,-6.949807,-5.950488,-4.8376107,-2.6345673,250,0,0,3071.8704,53965,10,8.0,0.1933924
804,ADT,2021-04-05,8.89,9.219858,7473819,0,6.8616424,7.424072,6.8616424,5.736783,6.9741282,8.548931,9.1113615,2.8121486,0.6749156,2.3622048,4.8368955,25,18,4,11501.362,31313,13,3.0,0.17662182
817,JBLU,2021-04-05,21.17,6.5783014,14706249,0,-0.5196032,-1.2753897,-1.7005196,2.031176,-0.28341994,-1.1809164,-3.967879,-5.7156353,-5.762872,-3.4010391,-3.4482758,13,7,32,2132.9514,84609,6,2.0,0.1649729
726,HUYA,2021-04-05,18.74,2.09826,7990638,0,0.0,-1.9743863,-0.5336179,-1.013874,-1.280683,-3.0416222,2.2411952,-2.347919,-4.589114,-1.4407684,-1.2273213,0,34,102,10476.376,35532,4,29.0,0.16361439
817,MGM,2021-04-05,41.7,7.3803525,14267459,0,0.9832134,-0.23980816,-0.8633093,0.7673861,-0.4796163,-3.3093526,-3.4292567,-4.916067,-1.0551559,0.9592326,-0.35971224,250,24,32,3824.8357,96483,7,10.0,0.15754545
467,CNR,2021-04-05,14.7,8.321775,1831290,0,-0.06802721,0.6802721,-1.4965986,-1.3605442,-1.6326531,-3.3333333,-3.537415,-4.8299317,-4.285714,-2.1088436,-4.3537416,250,17,1,948.88086,12401,11,7.0,0.15416226
817,GPRO,2021-04-05,12.58,3.0669894,4989927,0,6.4387918,4.6104927,-5.1669316,-4.1335454,-5.961844,-8.028617,-10.492846,-11.526232,-11.128776,-10.015899,-10.810811,7,0,132,7054.83,33417,11,129.0,0.1538567
817,CAR,2021-04-05,75.0,3.0723622,1260544,0,3.04,2.7066667,2.64,4.9066668,4.76,6.653333,5.0,2.5866666,5.4266667,8.413333,11.253333,250,1,1,747.41907,15345,27,99.0,0.15037292
153,NNOX,2021-04-05,48.55,54.851196,28631919,0,-15.962925,-19.69104,-21.99794,-21.215242,-22.92482,-28.115345,-27.579815,-33.16169,-30.60762,-27.703398,-29.00103,32,154,153,461.59814,306775,4,4.0,0.14799446
84,QS,2021-04-01,49.3,18.88268,25490140,0,-1.7241379,-3.8336713,-7.8296146,-12.515213,-10.20284,-20.141989,-23.509129,-27.971601,-30.26369,-30.851927,-26.997972,5,4,4,1327.2307,180647,69,7.0,0.4474397
125,PLTR,2021-04-01,23.07,2.8338342,52417095,0,2.297356,5.5483313,6.415258,11.226702,13.567404,4.2912874,0.8235804,-3.207629,-2.2540095,-1.8638926,1.9072388,6,0,4,2596.4534,282075,12,5.0,0.40963638
152,NNOX,2021-04-01,41.33,5.35585,875843,0,4.5245585,-1.2823615,-5.661747,-8.371643,-7.452214,-9.460441,-15.557706,-14.928623,-21.485603,-18.485361,-15.073796,5,0,1,231.89038,13336,4,4.0,0.39743054
119,FUBO,2021-04-01,22.44,8.544304,18756281,0,-5.258467,12.967915,3.7433155,-2.673797,-1.1586453,-5.3030305,-12.522282,-13.235294,-12.433155,-11.809269,-4.0552583,3,1,2,5726.257,111466,49,7.0,0.39173666
90,MP,2021-04-01,35.15,2.837274,4593745,0,2.9871976,4.5519204,3.5277383,-0.22759601,2.560455,0.65433854,-9.530583,-13.541963,-16.216217,-16.728308,-15.561877,3,0,1,915.3375,41228,65,4.0,0.38956434
130,CRSR,2021-04-01,33.87,5.1066384,1442273,0,3.0410392,1.3876587,0.5609684,0.3247712,2.6867435,1.535282,0.82669026,-1.5943313,-3.4248598,-2.0962503,0.3838205,11,4,0,356.49527,17171,8,7.0,0.38889617
390,SDC,2021-04-01,10.5,2.7158098,2140181,0,2.2857144,-0.5714286,-1.5238096,-1.4285715,1.9047619,1.1428572,-1.4285715,-1.7142857,-3.6190476,-2.1904762,0.95238096,2,0,1,1164.8503,14005,7,10.0,0.38436356
678,TLRY,2021-04-01,22.34,3.9595249,12691777,0,-9.623993,-7.430618,-18.487019,-17.054611,-18.845121,-17.412712,-22.605192,-17.233662,-18.531782,-24.709042,-23.276634,0,0,0,775.3826,89655,5,3.0,0.3786205
176,SOS,2021-04-01,4.82,5.4216866,48492127,1,13.900414,17.634855,21.576763,7.2614107,8.713693,0.41493776,-4.5643153,-9.958507,-7.2614107,-6.0165977,-4.9792533,2,0,0,2306.487,122593,9,6.0,0.37816438
816,AUPH,2021-04-01,13.14,2.1555042,961796,0,-0.2283105,-0.9893455,-3.1202435,-2.2831051,-1.52207,-2.2831051,-3.652968,-5.327245,-8.219178,-4.870624,-2.5114155,6,0,0,808.20416,6329,9,7.0,0.37759942
611,ACB,2021-04-01,9.14,2.792696,7109118,0,-5.2516413,-1.5317286,-4.704595,-9.299781,-9.8468275,-11.050328,-13.676148,-8.752735,-8.424508,-10.393873,-9.190372,0,0,2,1117.3811,37583,2,5.0,0.37572095
551,HEXO,2021-04-01,6.49,2.6234567,2382560,0,-0.770416,2.0030816,-3.2357473,-7.2419105,-7.550077,-8.012326,-13.713406,-11.402157,-10.323575,-11.402157,-11.55624,0,0,0,915.7824,10377,3,6.0,0.37514
816,VRAY,2021-04-01,4.41,2.9885058,876041,0,-2.0408163,-2.4943311,-4.0816326,-2.2675736,2.4943311,2.4943311,2.0408163,-0.6802721,-4.30839,-2.7210884,3.4013605,2,2,0,1146.1903,6797,48,5.0,0.37305474
816,BB,2021-04-01,8.6,5.456702,14829499,0,11.511628,9.5348835,7.9069767,7.2093024,8.953488,6.27907,1.8604652,2.2093024,1.0465117,0.81395346,4.3023257,1,0,0,1397.2601,63646,8,12.0,0.37166706
482,BYND,2021-04-01,131.38,3.9963112,1566826,0,3.4404018,2.4509058,1.2787335,3.501294,5.1682143,4.878977,7.002588,4.878977,3.1968336,2.0627189,3.9884305,5,0,1,556.7589,31073,5,8.0,0.36939308
107,RIDE,2021-04-01,12.05,7.4766355,8028080,0,3.6514523,1.3278009,-3.4854772,-9.377593,-3.7344398,-9.211618,-14.522821,-22.489626,-21.991701,-19.004148,-15.186722,5,1,1,928.1447,49977,12,54.0,0.3671909
816,DDD,2021-04-01,27.05,5.575802,2921023,0,-7.948244,-11.275415,-12.125693,-13.937154,-9.09427,-13.641405,-19.778189,-23.216267,-26.24769,-19.852125,-15.526802,6,0,8,2240.3186,24040,18,12.0,0.36314887
663,SOLO,2021-04-01,4.93,12.765958,9221774,0,-0.40567952,-2.2312374,-4.056795,-6.4908724,-6.6937118,-9.533468,-14.604463,-14.807302,-17.241379,-13.184585,-11.561866,6,5,1,878.3492,38590,6,3.0,0.36310953
168,LI,2021-04-01,25.25,4.52,7083185,0,-6.930693,-8.990099,-10.019802,-12.633663,-12.435643,-16.990099,-22.851484,-22.772278,-22.217821,-21.584158,-18.059406,6,0,1,1557.232,42894,78,6.0,0.3629232
816,CWH,2021-04-01,36.92,2.6663,860967,0,4.1440954,4.685807,9.073673,9.669556,14.788733,12.865656,13.190682,16.738895,17.063923,14.92416,13.678224,0,3,0,1019.7424,8699,5,5.0,0.36275274
419,SNDL,2021-04-01,1.1,3.539823,116521982,0,-7.2727275,-0.90909094,-10.0,-10.0,-12.727273,-14.545455,-22.727272,-10.909091,-6.3636365,-18.181818,-18.181818,0,0,0,4595.995,161682,18,1.0,0.3623423
816,CVM,2021-04-01,16.47,8.809994,519360,0,0.48573163,1.4571949,14.571949,-0.18214937,5.343048,4.8573165,7.225258,6.9823923,14.086217,24.893745,69.156044,0,0,1,1142.6853,5033,44,6.0,0.35929674
816,WKHS,2021-04-01,14.14,8.278867,10386767,0,-3.536068,-5.0212164,-8.062235,-6.364922,-7.0014143,-10.749646,-1.4144272,-9.476662,-8.769448,-9.971711,-5.5869875,6,0,0,1112.4382,64628,17,7.0,0.35868812
816,MVIS,2021-04-01,15.54,-6.2533693,26087147,0,-4.5045047,-6.821107,-7.850708,-13.899614,-4.826255,-19.69112,-25.096525,-28.249678,-22.007723,-18.532818,-3.925354,0,0,0,895.678,158807,12,61.0,0.3580597
785,VXRT,2021-04-01,6.1,4.46281,2202829,0,-4.7540984,-6.0655737,-8.852459,-8.852459,-6.557377,-5.0819674,-10.655738,-10.327868,-15.901639,-8.360656,0.6557377,5,0,0,1813.6721,11903,27,4.0,0.35762653
812,OPK,2021-04-01,4.38,3.7296038,3995144,0,-1.369863,-2.5114155,-5.022831,-5.479452,-2.0547945,0.913242,0.0,-0.6849315,-4.109589,-0.6849315,3.196347,2,0,0,3796.2925,18157,23,10.0,0.3569007
816,GOGO,2021-04-01,9.97,8.178054,2568211,0,11.835506,10.932798,6.6198597,9.0270815,10.330993,8.525577,12.337011,7.221665,4.814443,4.0120363,8.726178,9,7,0,1048.4633,16479,15,6.0,0.3563832
816,FCEL,2021-04-01,14.35,7.911173,34208195,0,-8.710801,-11.289199,-14.703833,-21.463415,-18.327526,-22.299652,-30.31359,-31.986063,-34.00697,-34.843204,-27.317074,7,11,1,1794.5214,159599,21,4.0,0.3556239
358,SPCE,2021-04-01,30.75,3.623898,6776140,0,-4.1626015,-4.292683,-5.9186993,-10.341463,-10.2764225,-17.203253,-21.788618,-23.154472,-30.211382,-27.317074,-24.878048,6,0,2,1070.2363,62626,6,7.0,0.35460716
816,BBBY,2021-04-01,28.92,2.5042882,2295776,0,5.463347,5.394191,6.639004,3.6307054,-10.477179,-14.868603,-10.235131,-8.817428,-9.266943,-6.7427387,-6.9847856,2,4,0,1551.7303,23461,27,4.0,0.3515544
816,RIG,2021-04-01,3.64,3.0985916,12620192,0,-5.769231,-4.945055,-8.241758,-12.087913,0.82417583,-2.4725275,-4.6703296,-3.5714285,-7.4175825,-10.164835,-7.967033,7,0,0,6692.12,22201,30,10.0,0.34676516
816,ELY,2021-04-01,27.15,2.2803738,995577,0,2.0626152,2.3941069,3.1675875,3.2412522,6.924494,8.2872925,8.618785,7.661142,6.6666665,8.69245,10.497237,2,0,0,3154.6414,11598,6,5.0,0.34674412
816,NNDM,2021-04-01,8.33,5.4714785,18666084,0,-3.7214887,-2.7611043,-5.162065,-7.0828333,-2.0408163,-7.563025,-12.004802,-13.565426,-6.482593,-10.684274,-6.722689,4,4,1,1038.3132,88535,12,5.0,0.34623545
816,SENS,2021-04-01,2.58,3.7878788,14875755,0,3.488372,-0.3875969,-8.139535,-13.953488,-12.015504,-17.44186,-21.31783,-24.418604,-27.51938,-18.60465,-15.891473,0,0,0,1863.0675,38830,96,10.0,0.34612554
816,SABR,2021-04-01,15.26,3.578663,4260022,0,3.7352555,1.9003931,0.1310616,-0.7208388,2.7522936,-0.1310616,-0.2621232,0.9174312,-0.327654,-0.1965924,4.783748,7,0,0,1878.0294,29747,8,5.0,0.34602445
592,PHIO,2021-04-01,2.75,5.597015,322383,0,1.0909091,1.4545455,-5.090909,-9.454545,-10.181818,-9.090909,-15.636364,-15.636364,-18.181818,-13.454545,-12.727273,1,0,1,999.3812,1117,5,4.0,0.344687
659,ASRT,2021-04-01,0.72,5.882353,2844008,0,-13.888889,-11.111111,-13.888889,-23.61111,-22.222221,-15.277778,-27.777779,-30.555555,-31.944445,-25.0,-23.61111,3,1,3,2372.4302,6089,29,2.0,0.34439182
716,CGC,2021-04-01,32.06,3.2781768,2241346,0,-5.8328133,-8.016219,-10.573924,-12.1335,-11.665627,-11.4784775,-13.0380535,-10.605115,-12.538989,-15.221459,-14.441672,0,0,0,334.1235,24990,7,37.0,0.3443458
816,MSTR,2021-04-01,703.56,6.928403,402392,0,-0.120814145,2.3366878,6.023651,23.655409,25.376656,7.30286,2.3366878,-5.480698,-7.8969812,-5.4153166,-7.5416455,6,0,1,209.7503,17192,24,4.0,0.3436573
495,JMIA,2021-04-01,38.01,8.742245,9923225,0,3.551697,0.65772164,0.13154434,-2.5782688,-0.9471192,-4.682978,-12.31255,-15.837937,-20.573534,-19.626413,-15.180216,5,1,14,792.4116,66458,3,3.0,0.34355822
816,BCRX,2021-04-01,9.95,1.2782694,4160797,0,6.3316584,6.1306534,2.1105528,-2.2110553,6.9346733,16.38191,14.572865,15.778894,19.19598,17.58794,26.231155,0,0,0,3224.9868,28153,37,8.0,0.34335062
816,DNN,2021-04-01,1.18,10.091743,24972732,0,6.779661,5.9322033,-3.3898306,-5.9322033,-3.3898306,-7.6271186,-9.322034,-11.016949,-13.559322,-7.6271186,-11.864407,7,7,0,2676.1047,40722,13,5.0,0.34212703
816,PLNT,2021-04-01,78.52,2.0827942,930394,0,10.417728,9.653591,10.596026,10.697911,11.500255,11.818645,12.76108,13.576159,10.850739,10.532349,10.366786,7,1,1,1505.0886,10684,16,9.0,0.34188205
207,NKLA,2021-04-01,13.91,6.1915045,14084620,0,-6.254493,-7.5485263,-8.411215,-12.437096,-9.4176855,-14.378145,-20.560747,-21.423437,-25.593098,-24.227175,-8.051762,3,4,0,2811.9387,80907,12,12.0,0.34147274
378,OCGN,2021-04-01,6.7,2.503682,11062021,1,9.402985,8.208955,5.671642,4.1791043,11.791045,2.835821,-10.597015,-11.4925375,-15.373135,0.8955224,42.53731,0,0,0,1282.2728,49883,66,6.0,0.3411494
191,EBON,2021-04-01,7.03,-8.176101,27164157,0,-23.897581,-24.324324,-24.60882,-25.462305,-25.320057,-34.139404,-26.31579,-34.139404,-39.40256,-37.980083,-36.842106,0,9,9,1068.7087,127897,5,20.0,0.3409794
816,TDC,2021-04-01,38.93,2.6206539,642226,0,6.139224,4.854868,2.5944002,2.0806575,4.4438734,3.519137,2.6457744,1.7724121,0.69355255,2.6457744,38.68482,2,0,0,1362.156,8177,9,12.0,0.3404195
164,BIGC,2021-04-01,58.75,3.3217993,1319792,0,2.1276596,0.068085104,-2.348936,0.98723406,2.1276596,2.0425532,2.6042554,3.9148936,-3.4042554,-8.748936,-5.9914894,11,0,0,475.97678,17719,75,6.0,0.34004462
816,GNUS,2021-04-01,1.88,0.0,29542139,0,-1.5957447,-2.6595745,-3.7234042,-10.638298,-10.638298,-12.234042,-16.48936,-15.957447,-16.48936,-10.638298,-7.9787235,0,0,0,2433.1536,61076,26,4.0,0.3393532
816,IVR,2021-04-01,4.09,1.9950125,5748491,0,-1.9559902,-2.9339852,-3.9119804,-4.1564794,-3.422983,-4.400978,-5.8679705,-5.378973,-7.3349633,-7.0904646,-7.579462,0,0,8,5959.8486,14950,97,11.0,0.33905888
816,SRNE,2021-04-01,8.01,2.6602178,6840637,0,-3.3707864,-0.12484395,-7.116105,-12.35955,-3.8701622,-5.7428217,-4.619226,-2.4968789,-3.9950063,-2.9962547,0.37453184,3,1,0,2764.8943,29663,23,10.0,0.3385762
816,NVAX,2021-04-01,185.82,4.6660414,1985172,0,-3.5356796,-0.75879884,-0.4574319,8.174578,13.8413515,11.521903,22.753202,22.688623,19.642666,16.892693,16.779678,3,0,0,432.08484,31627,18,11.0,0.33800375
816,VUZI,2021-04-01,24.85,1.1792452,6854318,1,29.416498,30.503017,17.78672,14.124748,11.871227,5.4325957,-3.0181086,-5.674044,-8.853119,-7.444668,0.1609658,0,0,0,744.396,44085,14,7.0,0.33551335
816,AHT,2021-04-01,2.91,2.3728814,8341667,0,-8.934708,-9.278351,-13.402061,-18.556702,-18.556702,-22.680412,-28.86598,-20.618557,-25.429554,-29.209621,-29.209621,0,4,2,4315.7725,17318,20,7.0,0.3343228
816,PLUG,2021-04-01,35.26,5.3292413,29543552,0,-5.0482135,-6.2393646,-10.777084,-16.33579,-12.960862,-18.406126,-21.781055,-23.709585,-25.241066,-23.028929,-19.200228,6,0,0,1773.3821,191589,15,6.0,0.3341551
370,BNTX,2021-04-01,113.87,4.478432,2020658,0,2.1340125,8.457012,7.359269,14.876614,16.448582,23.640995,33.766575,37.709667,38.139984,42.32897,54.56222,23,0,1,483.25027,27684,15,7.0,0.33362776
816,IBIO,2021-04-01,1.63,5.844156,2898248,0,-6.7484665,-7.3619633,-11.656442,-9.815951,-10.429448,-14.11043,-20.858896,-22.699387,-22.699387,-14.11043,-12.269938,2,0,2,3248.9534,7133,85,10.0,0.3331901
